source	target	weight	type
ʿāʾilat Birdibak 2897	Birdibak al-ʾAshrafī 901	10	relative of
ʿĀʾisha bt. ʾAnas 2903	Baybars al-Ẓāhirī 1830	20	parent of
ʿĀʾisha bt. ʾAnas 2903	Baybars al-Ẓāhirī 1830	20	parent of
ʿĀʾisha bt. ʾAnas 2903	al-Ẓāhir Barqūq 4	15	sibling of
ʿĀʾisha bt. ʾAnas 2903	al-Ẓāhir Barqūq 4	15	sibling of
ʿĀʾisha bt. ʾAnas 2903	al-Nāṣir Faraj b. Barqūq 14	1	uncle of
ʿĀʾisha bt. ʾAnas 2903	Sūdūn al-Ẓāhirī 1795	10	relative of
ʾukht Barqūq al-kubrā 2904	al-Ẓāhir Barqūq 4	15	sibling of
Burhān al-Dīn ʾIbrāhīm Ibn al-Dīrī 2907	Saʿd al-Dīn al-Dīrī al-Ḥanafī 94	15	sibling of
Lisān al-Dīn 2909	Muḥammad b. al-Shiḥna  711	10	relative of
Najm al-Dīn ʿUmar b. Ḥajjī 2915	ʾAḥmad b. Ḥajjī al-Saʿdī 2357	15	sibling of
Khātūn 2918	al-Shihābī ʾAḥmad b. al-ʿAynī 2922	20	parent of
ʾAbrak al-Jakamī 2919	Khātūn 2918	20	parent of
ʾAbrak al-Jakamī 2919	Ibn ʾAbrak al-Jakamī 3960	20	parent of
al-Zaynī ʿAbd al-Raḥīm 2920	al-Shihābī ʾAḥmad b. al-ʿAynī 2922	20	parent of
al-Shihābī ʾAḥmad b. al-ʿAynī 2922	Badr al-Dīn al-ʿAynī 462	20	parent of
al-Shihābī ʾAḥmad b. al-ʿAynī 2922	Shakarbāy al-ʾAḥmadīya 2860	10	relative of
al-Shihābī ʾAḥmad b. al-ʿAynī 2922	Shakarbāy al-ʾAḥmadīya 2860	10	relative of
al-Shihābī ʾAḥmad b. al-ʿAynī 2922	Badr al-Dīn al-ʿAynī 462	10	relative of
ʾUmm ibn al-Ẓāhir Khushqadam 2933	Ibn al-Ẓāhir Khushqadam 2932	20	parent of
Ḥasan b. Khāṣṣ Bak 2936	Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239	20	parent of
dhurrīyat al-Nāṣir Muḥammad b. Qalāwūn 2945	al-Nāṣir Muḥammad b. Qalāwūn 2248	10	relative of
Maḥmūd b. Qarā Yuluk 2958	walad Maḥmūd b. Qarā Yuluk 3554	20	parent of
Maḥmūd b. Qarā Yuluk 2958	Muḥammad Bayk b. Qarā Yulūk 3385	15	sibling of
Maḥmūd b. Qarā Yuluk 2958	Ḥamza b. Qarā Yuluk 3542	15	sibling of
Shāh Zādah bint Ibn ʿUthmān 2983	ʾAḥmad 1381	20	parent of
Shāh Zādah bint Ibn ʿUthmān 2983	ʾawlād Shāh Zādah bint Ibn ʿUthmān 4040	20	parent of
Shāh Zādah bint Ibn ʿUthmān 2983	Sulaymān b. ʾArkhun Bak 3510	15	sibling of
Shāh Zādah bint Ibn ʿUthmān 2983	Murād Bak b. ʿUthmān 144	10	relative of
ʿAjlān 2994	Muḥammad b. ʿAṭīfa 4467	10	relative of
Yaḥyā b. al-ʾAshraf 3004	 al-Malik al-Kāmil Khalīl  3020	15	sibling of
ʿAlam al-Dīn b. Jalūd 3005	Ibn ʿAlam al-Dīn b. Jalūd 3612	20	parent of
Shihāb al-Dīn ʾAḥmad al-ʾAdhraʿī 3007	Jamāl al-Dīn  3647	15	sibling of
al-Malik al-ʾAshraf ʾAḥmad b. Sulaymān 3010	 al-Malik al-Kāmil Khalīl  3020	20	parent of
Qarā ʾAḥmad 3012	ʿUthmān Qarā Yuluk 397	5	nephew of
 al-Malik al-Kāmil Khalīl  3020	al-Malik al-Nāṣir 3272	20	parent of
 al-Malik al-Kāmil Khalīl  3020	al-Nāṣir ʾAḥmad b. al-Malik al-Kāmil 3383	20	parent of
 al-Malik al-Kāmil Khalīl  3020	Yaḥyā b. al-ʾAshraf 3004	15	sibling of
ʾUmm Jahān Kīr 3026	Jahān Kīr 166	20	parent of
Muḥammad b. al-Ḍiyāʾ 3027	ʾAbū Ḥāmid 3742	15	sibling of
al-Qāʾim bi-ʾAmr Allāh Ḥamza 3031	al-Mustakfī bi-llāh 688	15	sibling of
al-Qāʾim bi-ʾAmr Allāh Ḥamza 3031	al-Mustanjid bi-llāh Yūsuf 1097	15	sibling of
al-Qāʾim bi-ʾAmr Allāh Ḥamza 3031	ʿAbd al-ʿAzīz b. Yaqūb 3314	1	uncle of
Shāhīn al-Shaykhī 3049	Khalīl b. Shāhīn al-Shaykhī 664	20	parent of
Ibn ʾIṣbahān b. Qarā Yūsuf 3051	Jahān Shāh b. Qarā Yūsuf 140	5	nephew of
ʾIsbahān 3052	Ibn ʾIṣbahān b. Qarā Yūsuf 3051	20	parent of
ʾIsbahān 3052	Jahān Shāh b. Qarā Yūsuf 140	15	sibling of
Ḥasan b. Qarā Yuluk 3053	Jahān Kīr 166	1	uncle of
Shams al-Dīn Muḥammad 3081	al-Sakhāwī 3119	5	nephew of
Badr al-Dīn Muḥammad b. al-Qaṭṭān 3113	Ibn Muḥammad b. al-Qaṭṭān 3114	20	parent of
al-Sakhāwī 3119	Shams al-Dīn Muḥammad 3081	1	uncle of
ʾukht Nawrūz 3121	Nawrūz al-Ḥāfiẓī 35	15	sibling of
Ṭāz 3139	Jardamur ʾAkhū Ṭāz 1905	15	sibling of
qarīb Walī al-Dīn b. Qāsim 3143	Muḥammad b. Qāsim 132	10	relative of
ʾAbu l-Fatḥ 3147	ʿAbd al-Raḥmān al-Zarandī 2364	15	sibling of
al-ʾAshraf 3154	al-Nāṣir ʾAḥmad b. Rasūl 336	20	parent of
Fatḥ al-Dīn b. al-Shahīd 3155	Najm al-Dīn b. al-Shahīd 4458	15	sibling of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	ʿAlī b. Tāj al-Dīn al-Bulqīnī 4522	20	parent of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	ʾAḥmad b. Tāj al -Dīn al-Bulqīnī 4523	20	parent of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	Abū l-Saʿādāt al-Bulqīnī 3370	20	parent of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	Janna bt. Tāj al-Dīn al-Bulqīnī 4524	20	parent of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	Balqīs bt. Tāj al-Dīn al-Bulqīnī 4525	20	parent of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	Qāsim b. al-Bulqīnī 1038	15	sibling of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	ʿAlam al-Dīn Ṣāliḥ al-Bulqīnī 2440	5	nephew of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	ʿayāl Tāj al-Dīn al-Bulqīnī 4518	10	relative of
Tāj al-Dīn Muḥammad al-Bulqīnī 3163	Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	10	relative of
Muḥammad b. al-Fakhrī ʿUthmān 3180	al-Ẓāhir Jaqmaq 2	10	relative of
Ḥasan Shāh 3249	Taghrī Birmish al-Turkmānī 110	15	sibling of
Maʿz b. Hijjār b. Wubayr b. Nakhbār 3254	Sunqur b. Wabīr 3255	5	nephew of
Maʿz b. Hijjār b. Wubayr b. Nakhbār 3254	Hilmān b. Wubayr 1128	5	nephew of
Maʿz b. Hijjār b. Wubayr b. Nakhbār 3254	Muqbil al-Ḥasanī 647	10	relative of
Sunqur b. Wabīr 3255	Hilmān b. Wubayr 1128	15	sibling of
Sunqur b. Wabīr 3255	Maʿz b. Hijjār b. Wubayr b. Nakhbār 3254	1	uncle of
al-Malik al-Nāṣir 3272	al-Nāṣir ʾAḥmad b. al-Malik al-Kāmil 3383	15	sibling of
al-Malik al-Nāṣir 3272	Ḥusayn b. ʿUthmān b. al-ʾAshraf 3382	10	relative of
sarārī a-Ẓāhir Khushqadam 3286	walad dhakar al-Ẓāhir Khushqadam 3287	20	parent of
Bint ʿAbd al-Razzāq b. al-Hayṣam 3307	ʾIbrāhīm b. Kātib Jakam 2552	20	parent of
ʾAbū Lisān al-Dīn 3311	Lisān al-Dīn 2909	20	parent of
ʿAbd al-ʿAzīz b. Yaqūb 3314	al-Qāʾim bi-ʾAmr Allāh Ḥamza 3031	5	nephew of
Fayyāḍ b. Muḥammad b. Dulghādir 3343	Ḥamza b. Dulghādir 765	1	uncle of
ʾAṣlān b. Sulaymān b. Nāṣir al-Dīn b. Dulghādir 3347	Buḍaʿ b. Dulghādir 3362	15	sibling of
Savārbāy al-Jarkasīya 3357	Bint al-Ẓāhir Khushqadam 3358	20	parent of
Buḍaʿ b. Dulghādir 3362	Suwār b. Dulghādir 3363	15	sibling of
Buḍaʿ b. Dulghādir 3362	ʾAṣlān b. Sulaymān b. Nāṣir al-Dīn b. Dulghādir 3347	15	sibling of
Buḍaʿ b. Dulghādir 3362	Rustam b. Nāṣir al-Dīn Bak b. Dulghādir 3368	5	nephew of
Suwār b. Dulghādir 3363	Buḍaʿ b. Dulghādir 3362	15	sibling of
Rustam b. Nāṣir al-Dīn Bak b. Dulghādir 3368	Buḍaʿ b. Dulghādir 3362	1	uncle of
Kamāl al-Dīn Muḥammad 3371	ʾAḥmad b. Kātib Jakam 4063	15	sibling of
Kamāl al-Dīn Muḥammad 3371	Khadīja bt. Kātib Jakam 4064	15	sibling of
Ḥusayn b. ʿUthmān b. al-ʾAshraf 3382	al-Malik al-Nāṣir 3272	10	relative of
al-Nāṣir ʾAḥmad b. al-Malik al-Kāmil 3383	al-Malik al-Nāṣir 3272	15	sibling of
Muḥammad Bayk b. Qarā Yulūk 3385	Maḥmūd b. Qarā Yuluk 2958	15	sibling of
Muḥammad Bayk b. Qarā Yulūk 3385	Ḥamza b. Qarā Yuluk 3542	15	sibling of
ʾAslamās b. Kubuk 3393	Ibn ʾAslamās 3415	20	parent of
Khalīl b. ʾIbrāhīm 3402	Qūmāṭ b. ʾIskandar 3403	20	parent of
Khalīl b. ʾIbrāhīm 3402	Ibnat Khalīl al-Darbandīya 3404	20	parent of
ʾukht ibn Taghrī Birdī 3436	Yūsuf b. Taghrī Birdī 924	15	sibling of
Yūnus b. ʿUmar al-Hawwārī  3448	ʾAḥmad b. ʾIsmāʿīl al-Hawwārī 1460	15	sibling of
Yūnus b. ʿUmar al-Hawwārī  3448	Sulaymān b. ʿĪsā b. ʿUmar al-Hawwārī  1449	10	relative of
ʾAkh Ibn Qāsim 3455	Muḥammad b. Qāsim 132	15	sibling of
Muḥammad b. Fandū* 3464	al-Muẓaffar ʾAhmad b. Muḥammad 3466	20	parent of
ʿUthman al-Ḥafṣī 3481	ʿAlī b. ʾAbī Fāris 3505	5	nephew of
ʿUthman al-Ḥafṣī 3481	ʿAlī b. ʾAbī Fāris 3505	5	nephew of
Mughulbāy al-Sāqī 3502	al-ʾAshraf Qāytbāy  1262	5	nephew of
ʿAlī b. ʾAbī Fāris 3505	ʿUthman al-Ḥafṣī 3481	1	uncle of
Khalīl al-Hadhbānī 3507	ʾAkh Khalīl al-Hadhbānī 3508	15	sibling of
ʾAkh Khalīl al-Hadhbānī 3508	Khalīl al-Hadhbānī 3507	15	sibling of
Sulaymān b. ʾArkhun Bak 3510	Shāh Zādah bint Ibn ʿUthmān 2983	15	sibling of
Sulaymān b. ʾArkhun Bak 3510	Murād Bak b. ʿUthmān 144	10	relative of
Sulaymān b. ʾArkhun Bak 3510	Muḥammad Kirishjī  337	10	relative of
ʾArkhun Bak 3511	Sulaymān b. ʾArkhun Bak 3510	20	parent of
ʾArkhun Bak 3511	Shāh Zādah bint Ibn ʿUthmān 2983	20	parent of
ʾArkhun Bak 3511	Murād Bak b. ʿUthmān 144	15	sibling of
ʾUmm Sulaymān b. ʾArkhun Bak 3512	Sulaymān b. ʾArkhun Bak 3510	20	parent of
ʾUmm Sulaymān b. ʾArkhun Bak 3512	Shāh Zādah bint Ibn ʿUthmān 2983	20	parent of
Bakkār b. Raḥḥāb 3514	ʾawlād Bakkār b. Raḥḥāb 3515	20	parent of
Bakkār b. Raḥḥāb 3514	ʿĪsā b. Raḥḥāb 3516	15	sibling of
ʾawlād Bakkār b. Raḥḥāb 3515	ʿĪsā b. Raḥḥāb 3516	5	nephew of
ʿĪsā b. Raḥḥāb 3516	Bakkār b. Raḥḥāb 3514	15	sibling of
ʿĪsā b. Raḥḥāb 3516	ʾawlād Bakkār b. Raḥḥāb 3515	1	uncle of
Muḥammad b. al-Ṣāʾigh 3518	ʾAḥmad al-Maqrīzī 2494	10	relative of
ʿAbd al-Ḥamīd 3519		10	relative of
ʿĪsā b. Qaramān 3524	ʾIbrāhīm b. Qaramān 1150	15	sibling of
Ḥamza b. Qarā Yuluk 3542	ʿAlī Bak b. Qarā Yuluk 163	15	sibling of
Ḥamza b. Qarā Yuluk 3542	Muḥammad Bayk b. Qarā Yulūk 3385	15	sibling of
Ḥamza b. Qarā Yuluk 3542	Maḥmūd b. Qarā Yuluk 2958	15	sibling of
Ḥamza b. Qarā Yuluk 3542	Yaʿqūb b. Qarā Yuluk 164	15	sibling of
Ḥamza b. Qarā Yuluk 3542	Jahān Kīr 166	1	uncle of
Ḥamza b. Qarā Yuluk 3542	Jaʿfar b. Yaʿqūb b. Qarā Yuluk 3723	1	uncle of
Bayram Khujā 3543	Qarā Muḥammad 2345	20	parent of
Bayram Khujā 3543	Qarā Yūsuf b. Qarā Muḥammad 331	10	relative of
ʾAmīrzah b. Mirān Shāh 3544	Tīmūrlank 1249	10	relative of
Maḥmūd b. Qalamṭāy 3560	Muḥammad b. Qalamṭāy 4435	15	sibling of
Maḥmūd b. Qalamṭāy 3560	Ibnat b. Qalamṭāy 4436	15	sibling of
Mawlāya ʿUthmān 3572	ʾAbū Fāris ʿAbd al-ʿAzīz 1256	10	relative of
Sūdūn al-Faqīh 3582	Ḥasan b. Sūdūn al-Faqīh 3631	20	parent of
Sūdūn al-Faqīh 3582	ʾUmm al-Ṣāliḥ Muḥammad 887	20	parent of
Sūdūn al-Faqīh 3582	al-Malik al-Ṣāliḥ Muḥammad 882	10	relative of
Khawand Zaynab 3597	Muḥammad b. al-Nāṣir Faraj 671	10	relative of
Khawand Zaynab 3597	Khalīl b. al-Nāṣir Faraj 672	10	relative of
Kasbāy al-Ẓāhirī 3608	zawjat al-Malik al-Ẓāhir Timurbughā 3613	15	sibling of
zawjat al-Malik al-Ẓāhir Timurbughā 3613	Kasbāy al-Ẓāhirī 3608	15	sibling of
Badr al-Dīn Muḥammad b. Muzhir 3617	Badr al-Dīn b. Muzhir 1079	20	parent of
Ḥasan b. Sūdūn al-Faqīh 3631	ʾUmm al-Ṣāliḥ Muḥammad 887	15	sibling of
Ḥasan b. Sūdūn al-Faqīh 3631	al-Malik al-Ṣāliḥ Muḥammad 882	1	uncle of
Jamāl al-Dīn  3647	Shihāb al-Dīn ʾAḥmad al-ʾAdhraʿī 3007	15	sibling of
qarīb Saʿd al-Dīn Faraj b. al-Naḥḥāl 3656	Saʿd al-Dīn Faraj b. al-Naḥḥāl 1022	10	relative of
al-Shamsī Naṣr Allāh b. al-Wajīh Tūmā  3672	ʿAbd al-Wahhāb al-Khaṭīr 2774	20	parent of
Fāṭima bt. al-Bārizī 3673	Kamāl al-Dīn Muḥammad 3371	20	parent of
Fāṭima bt. al-Bārizī 3673	ʾAḥmad b. Kātib Jakam 4063	20	parent of
Fāṭima bt. al-Bārizī 3673	Khadīja bt. Kātib Jakam 4064	20	parent of
Fāṭima bt. al-Bārizī 3673	Zaynab bt. al-Bārizī 4062	15	sibling of
al-Malik al-ʿĀdil Sulaymān 3679	al-Malik al-ʾAshraf ʾAḥmad b. Sulaymān 3010	20	parent of
ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	ʾAbu l-Makārim ʾIbrāhīm 4718	15	sibling of
ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	ʾAbu l-Jūd Ḥasan b. Wafā 4719	15	sibling of
ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	15	sibling of
ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	15	sibling of
Fakhr al-Dīn ʾAḥmad b. ʿAbd Allāh 3681	Nāṣir al-Dīn b. al-Mukhalliṭa 1402	20	parent of
Lā ʾaflaḥa man ẓalama 3682	Khalīl b. al-Nāṣir Faraj 672	20	parent of
ʾukht Jānim al-ʾAshrafī  3684	Jānim al-ʾAshrafī  26	15	sibling of
Badr al-Dīn al-Bulqīnī 3689	Taqī al-Dīn al-Bulqīnī 1394	20	parent of
Badr al-Dīn al-Bulqīnī 3689	Jalāl al-Dīn ʿAbd al-Raḥmān al-Bulqīnī 17	15	sibling of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Badr al-Dīn al-Bulqīnī 3689	20	parent of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	ʿAlam al-Dīn Ṣāliḥ al-Bulqīnī 2440	20	parent of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Jalāl al-Dīn ʿAbd al-Raḥmān al-Bulqīnī 17	20	parent of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Bint Sirāj al-Dīn al-Bulqīnī 4501	20	parent of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Raslān al-Bulqīnī al-Shāfiʿī 4175	1	uncle of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Qāsim b. al-Bulqīnī 1038	10	relative of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Tāj al-Dīn Muḥammad al-Bulqīnī 3163	10	relative of
Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	Taqī al-Dīn al-Bulqīnī 1394	10	relative of
Burhān al-Dīn ʾIbrāhīm al-Maḥallī  3697	Shams al-Dīn Muḥammad b. al-Labān* 4676	10	relative of
Mūsā al-Karakī al-Shawbikī 3699	ʾawlād Mūsā b. Yūsuf al-Karakī 3951	20	parent of
ʾAbū ʾAḥmad b. al-Saffāḥ  3700	ʾAḥmad b. al-Saffāḥ 2669	20	parent of
Zayn al-Dīn ʿAbd al-Raḥīm 3705	Walī al-Dīn b. al-ʿIrāqī 988	20	parent of
Bint Qānī Bāy 3719	Zaynab bt. Jarbāsh Qāshiq 555	20	parent of
Jaʿfar b. Yaʿqūb b. Qarā Yuluk 3723	Ḥamza b. Qarā Yuluk 3542	5	nephew of
Nūr al-Dīn ʾAbū l-Ḥasan ʿAlī b. ʾAyyūb 3727	Jamāl al-Dīn ʿAbd Allāh b. Nūr al-Dīn ʾAbī l-Ḥasan ʿAlī b. ʾAyyūb 3726	20	parent of
al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3728	banāt al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3730	20	parent of
al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3728	al-ʿAzīz Yūsuf b. al-ʾAshraf Barsbāy 8	15	sibling of
al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3728	Qurqmās al-ʾAshrafī al-Jalab 863	5	nephew of
ʾumm al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3729	al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3728	20	parent of
ʾAbū Ḥāmid 3742	Muḥammad b. al-Ḍiyāʾ 3027	15	sibling of
ʾAbū Yazīd 3746	Julbān al-Hindī 260	15	sibling of
ʾAbū Yazīd 3746	al-ʿAzīz Yūsuf b. al-ʾAshraf Barsbāy 8	1	uncle of
Shams al-Dīn Muḥammad b. Ḥasan 3751	ʾAbū l-Faḍl Muḥammad 3749	20	parent of
ʾIsḥāq b. ʾIbrāhīm b. Qaramān 3752	bint Bahāʾ al-Dīn b. ʿAqīl al-Shāfiʿī 3799	20	parent of
ʾIsḥāq b. ʾIbrāhīm b. Qaramān 3752	ʾikhwat ʾIsḥāq b. ʾIbrāhīm b. Qaramān 3816	15	sibling of
ʾUmm ʿAbd al-Raḥmān b. Shams al-Dīn Muḥammad  3753	ʿAbd al-Raḥmān al-Dīrī 776	20	parent of
Badr al-Dīn Muḥammad b. al-Saḥmāwī  3755	Shams al-Dīn Muḥammad b. al-Saḥmāwī al-Shāfiʿī 3754	20	parent of
Mūsā b. Muḥammad b. Mūsā 3762	Mūsā 3763	5	nephew of
Mūsā 3763	Mūsā b. Muḥammad b. Mūsā 3762	1	uncle of
ʿUmar b. Bahādur al-Musharraf 3786	ʾukht ʿUmar b. Bahādur al-Musharraf 3787	15	sibling of
ʾukht ʿUmar b. Bahādur al-Musharraf 3787	ʿUmar b. Bahādur al-Musharraf 3786	15	sibling of
ʿAlībāk  3789	Muḥammad Bāk b. Qaramān 338	1	uncle of
Murād Bak b. ʿUthmān 3790	Muṣṭafā 3791	15	sibling of
Muṣṭafā 3791	Murād Bak b. ʿUthmān 3790	15	sibling of
Ṭaybars 3796	Tanbak al-Yaḥyāwī 1764	15	sibling of
bint Bahāʾ al-Dīn b. ʿAqīl al-Shāfiʿī 3799	Jalāl al-Dīn ʿAbd al-Raḥmān al-Bulqīnī 17	20	parent of
Bahāʾ al-Dīn b. ʿAqīl al-Shāfiʿī 3800	bint Bahāʾ al-Dīn b. ʿAqīl al-Shāfiʿī 3799	20	parent of
Nafisāʾ bint al-Muʾayyad 3809	Ibn Qurqmās al-Shaʿbānī 3826	20	parent of
ʾikhwat ʾIsḥāq b. ʾIbrāhīm b. Qaramān 3816	ʾIsḥāq b. ʾIbrāhīm b. Qaramān 3752	15	sibling of
ʿAbd al-Raḥmān b. al-Kuwayz 3819	Dāwud b. al-Kuwayz 203	20	parent of
ʿAbd al-Raḥmān b. al-Kuwayz 3819	Khalīl b. al-Kuwayz 1534	20	parent of
Shihāb al-Dīn ʾAḥmad al-Bāʿūnī 3822	ʾIbrāhīm b. al-Bāʿūnī 98	20	parent of
Shihāb al-Dīn ʾAḥmad al-Bāʿūnī 3822	ʾIsmāʿīl al-Bāʿūnī 3878	15	sibling of
Sirāj al-Dīn ʿUmar b. al-Mulaqqin al-Shāfiʿī 3837	Nūr al-Dīn ʿAlī 3838	20	parent of
Nūr al-Dīn ʿAlī 3838	Jalāl al-Dīn ʿAbd al-Raḥmān 3836	20	parent of
Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3841	ʿamm  Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3843	5	nephew of
Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3841	ʿamm  Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3844	5	nephew of
ʾabū Shams al-Dīn b. Muḥammad 3842	Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3841	20	parent of
ʿamm  Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3843	Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3841	1	uncle of
ʿamm  Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3844	Shams al-Dīn Muḥammad b. ʿAlī b. Muḥammad 3841	1	uncle of
ʾAmīrzah b. Shāh ʾAḥmad b. Qarā Yūsuf 3848	Shāh ʾAḥmad b. Qarā Yūsuf 3849	10	relative of
Shāh ʾAḥmad b. Qarā Yūsuf 3849	ʾAmīrzah b. Shāh ʾAḥmad b. Qarā Yūsuf 3848	10	relative of
ʾakh ʾĪnāl al-Ẓāhirī 3858	ʾĪnāl al-Ẓāhirī 947	15	sibling of
Khawand Fāṭima 3862	Yūsuf b. Taghrī Birdī 924	15	sibling of
Quṭlūbak al-ʾUstādār 3864	Jānibak al-ʾAshrafī al-Dawādār al-Thānī 3865	20	parent of
Quṭlūbak al-ʾUstādār 3864	ʾaṣhār Jānibak al-Ṣūfī 1141	20	parent of
Jānibak al-ʾAshrafī al-Dawādār al-Thānī 3865	Ibnat Jānibak al-ʾAshrafī al-Dawādār al-Thānī 4117	20	parent of
al-Zaynī ʿAbd al-Qādir b. al-Jīʿān 3870	al-Saʿdī ʾIbrāhīm b. al-Jīʿān 1279	5	nephew of
ʾabū al-Sharafī Yaḥyā b. al-ʿAlam Shākir 3872	al-Sharafī Yaḥyā b. al-ʿAlam Shākir 3871	20	parent of
ʿAbd al-Ghanī b. al-Hayṣam  3874	ʾIbrāhīm b. al-Hayṣam 321	20	parent of
ʿAbd al-Ghanī b. al-Hayṣam  3874	ʿAbd al-Razzāq b. al-Hayṣam 183	15	sibling of
ʿAbd al-Ghanī b. al-Hayṣam  3874	dhurrīyat al-Muqawqis 4219	10	relative of
Ṣurdāḥ b. Muqbil 3876	ʿAqīl b. Wabīr 113	10	relative of
ʾAbū ʾAḥmad 3877	Shihāb al-Dīn ʾAḥmad al-Bāʿūnī 3822	20	parent of
ʾAbū ʾAḥmad 3877	ʾIsmāʿīl al-Bāʿūnī 3878	20	parent of
ʾIsmāʿīl al-Bāʿūnī 3878	Shihāb al-Dīn ʾAḥmad al-Bāʿūnī 3822	15	sibling of
Muḥammad b. ʿAlī b. Shaʿbān 3888	ʾawlād Muḥammad b. ʿAlī b. Shaʿbān 4540	20	parent of
Muḥammad b. ʿAlī b. Shaʿbān 3888	ʾAbū Bakr 4539	15	sibling of
Muḥammad b. ʿAlī b. Shaʿbān 3888	al-Nāṣir Ḥasan 613	10	relative of
Khawand Qunuqbāy  3892	al-Malik al-Manṣūr ʿAbd al-ʿAzīz  2002	20	parent of
Jamāl al-Dīn b. Walaṣmaʿ  3902	Manṣūr b. Muḥammad b. Walaṣmaʿ 2693	15	sibling of
Jamāl al-Dīn b. Walaṣmaʿ  3902	Muḥammad b. Muḥammad b. Walasmaʿ 3903	15	sibling of
Muḥammad b. Muḥammad b. Walasmaʿ 3903	Manṣūr b. Muḥammad b. Walaṣmaʿ 2693	15	sibling of
Muḥammad b. Muḥammad b. Walasmaʿ 3903	Jamāl al-Dīn b. Walaṣmaʿ  3902	15	sibling of
Zayn al-Dīn l-Qimanī  3908	Muḥibb al-Dīn Muḥammad 3907	20	parent of
ʾUmm Kāmil 3909	Barakāt b. ʿAjlān 293	20	parent of
al-Naṣīḥ b. ʿUmar 3910	ʾUmm Kāmil 3909	20	parent of
Muḥammad b. Zāda Sibṭ al-ʾAqṣarāʾī 3912	Yaḥya b. al-ʾAqṣarāʾī 1417	10	relative of
ʾukht ʾAmīn al-Dīn al-ʾAqṣarāʾī 3913	Muḥammad b. Zāda Sibṭ al-ʾAqṣarāʾī 3912	20	parent of
ʾukht ʾAmīn al-Dīn al-ʾAqṣarāʾī 3913	Yaḥya b. al-ʾAqṣarāʾī 1417	15	sibling of
Zāda al-Sīrāmī al-Ḥanafī al-Miṣrī 3914	Muḥammad b. Zāda Sibṭ al-ʾAqṣarāʾī 3912	20	parent of
Muḥammad al-Ṭarābulusī al-Ḥanafī 3917	ʿAbd al-Wahhāb al-Ṭarābulusī  2381	20	parent of
Jalāl al-Dīn ʿAbd al-Raḥmān 3938	ʿUmar al-Ḥimṣī 572	20	parent of
Humām al-Dīn ʿAbd al-Wāḥid 3941	Kamāl al-Dīn b. al-Humām 2670	20	parent of
Ḥamīd al-Dīn ʿAbd al-Ḥamīd 3942	Humām al-Dīn ʿAbd al-Wāḥid 3941	20	parent of
Ḥamīd al-Dīn ʿAbd al-Ḥamīd 3942	Kamāl al-Dīn b. al-Humām 2670	10	relative of
Saʿd al-Dīn Masʿūd  3943	Ḥamīd al-Dīn ʿAbd al-Ḥamīd 3942	20	parent of
