MATCH	URIS	TOPONYMS
جالق	JALQ_626E276N_S	جالق
ومحلةابوخراشة	MAHALLAABUKHURASHA_306E310N_S	محلة أبو خراشة
وبغداد	BAGHDAD_443E333N_S	بغداد
اسفرايين	ASFARAYIN_574E369N_S	أسفراين
وبقفط	QIFT_328E259N_S	قفط
وكرين	KURI_571E333N_S	كري
وبسرقسطة	SARAQUSA_009W416N_S	سرقسطة
وجنابة	JANNABA_505E296N_S	جنابة
لاشتيخان	ISHTIKHAN_668E399N_S	إشتيخان
بنيمة	NIMA_585E316N_S	نيمة
وبجنية	JUNIYYA_356E339N_S	جنية
حضرموت	HADRAMAWT_488E156N_R	حضرموت
ببطنالريف	BATNRIF_310E308N_R	بطن الريف
زياداباذ	ZIYADABADH_532E298N_S	زياداباذ
ويزدخواست	YAZDAKHAWAST_544E283N_S	يزدخواست
وبقادس	QADIS_061W365N_S	قادس
وبامد	AMID_402E379N_S	آمد
كردكان	KURDAKAN_556E297N_S	كردكان
وخانميم	KHANMIM_528E293N_S	خان ميم
لجزيرةلفت	JAZIRALAFT_558E267N_R	جزيرة لفت
وابيورد	ABIWARD_595E372N_S	أبيورد
ومهنة	MAYHANA_604E368N_S	ميهنة
وعرجموش	ARJAMUSH_358E338N_S	عرجموش
اطربية	ATRABIYYA_317E307N_R	أطربية
وفامية	FAMIYYA_364E354N_S	فامية
والابخان	ABKHAN_483E408N_S	الأبخان
وبالمهجم	MAHJAM_430E152N_S	المهجم
اسفراين	ASFARAYIN_574E369N_S	أسفراين
برباططغان	RIBATTUGHAN_628E401N_S	رباط طغان
وبالمداءن	MADAIN_445E330N_S	المدائن
لكشاني	KUSHANI_664E400N_S	كشاني
ببرلس	BURULLUS_309E315N_S	برلس
بدثينة	DATHINA_458E138N_R	دثينة
علث	ALTH_440E340N_S	علث
بسناباذ	SANABADH_596E362N_S	سناباذ
وببداة	BADA_445E322N_S	بداة
باصفهان	ISBAHAN_516E326N_S	إصبهان
تلبحري	TALLMAHRA_391E366N_S	تل محرى
لاراجان	ARRAJAN_502E306N_S	أراجان
لازاذوار	AZADHWAR_565E366N_S	أزاذوار
لحمامابنعمر	HAMMAMIBNUMAR_443E323N_S	حمام إبن عمر
بدرخاش	DARKHASH_605E418N_S	درخاش
سوجر	SAWJAR_508E320N_S	سوجر
واخلة	AKHILLA_451E132N_R	أخلة
جبالعوسج	JUBBAWSAJ_273E310N_S	جب العوسج
بكشستان	KASHISTAN_562E281N_S	كشستان
وسننحاس	SINNNUHAS_416E393N_S	سن نحاس
جرباذقان	JARBADHAQAN_502E333N_S	جرباذقان
بحصنمسلمة	HISNMASLAMA_390E363N_S	حصن مسلمة
ورباطسنده	RIBATSANDAH_617E412N_S	رباط سنده
ابتعة	ABTIA_500E336N_S	أبتعة
والخيم	KHAYM_395E223N_S	الخيم
لسنجاهان	SANJAHAN_503E297N_S	سنجاهان
بالبطحة	BATHA_006E357N_S	البطحة
بالخزيمية	KHUZAYMIYYA_431E279N_S	الخزيمية
وبابة	UBBA_087E358N_S	أبة
بنهرفره	NAHRFARAH_617E320N_W	نهر فره
وبقريةالجمال	DIHUSHTURAN_557E303N_S	ده أشتران
وبتلحوم	TALLHUM_397E381N_S	تل حوم
وبتيزين	TIZIN_367E362N_S	تيزين
وبمعادنالتبر	MAADINTIBR_333E226N_O	معادن التبر
بالقرينين	QARINAYN_624E365N_S	القرينين
بدارستان	DARISTAN_587E292N_S	دارستان
واديزبيد	WADIZABID_434E141N_W	وادي زبيد
بخايسار	KHAYSAR_673E324N_S	خايسار
لحروري	HARURI_623E312N_S	حروري
وببرديج	BARDAJ_475E402N_S	برداج
وبابشور	ABSHUR_574E326N_S	آب شور
وبارهن	ARHAN_688E372N_S	آرهن
وبخرانة	KHAZANA_546E323N_S	خزانة
برامن	RAMAN_486E342N_S	رامن
شباس	SHABAS_307E310N_R	شباس
بالبدقون	BADAQUN_305E308N_R	البدقون
وبثورعبدين	THURABDIN_408E374N_S	ثور عبدين
بسوركان	ARDAKAN_570E279N_S	أردكان
بالطاق	TAQ_621E306N_S	الطاق
وبقيسرية	QAYSARIYYA_348E324N_S	قيسرية
بخانلنجان	KHANLANJAN_515E324N_S	خان لنجان
وبمعبربذخشان	MABARBADHAKHSHAN_699E375N_O	معبر بذخشان
وبحيرةالرغة	BUHAYRAARYAGH_064W345N_W	بحيرة أرياغ
وبارسوف	ARSUF_348E321N_S	أرسوف
بالشاوذار	SHAWDHAR_672E393N_R	الشاوذار
وبدرخيذ	DAKHWID_512E303N_S	دخويد
واباردخت	BARJAMT_116E330N_S	بارجمت
لمرمل	MARMAL_443E155N_R	مرمل
لالسكاسك	SAKASIK_441E136N_R	السكاسك
بالحشية	HASHIYYA_398E314N_S	الحشية
لاباركث	ABARKATH_673E397N_S	أباركث
لجوبانن	JUBANAN_534E297N_S	جوبانن
لبحيرةالرغة	BUHAYRAARYAGH_064W345N_W	بحيرة أرياغ
بعرقة	ARQA_360E345N_S,ARQA_379E383N_S,ARIQA_437E173N_S	عرقة : عرقة : عرقة
وبالش	BALISH_676E296N_R	بالش
وبوبير	UBAYR_367E307N_S	أبير
وبخوارزم	KHUWARIZM_599E416N_R	خوارزم
بقورس	QURUS_369E367N_S	قورس
لقلميهن	QALMAYHAN_592E371N_S	قلميهن
بالشاش	SHASH_691E412N_R	الشاش
لوزارمند	WAZARMAND_597E418N_S	وزارمند
الخطي	KHATTA_407E316N_S	الخطى
لماهالكوفة	DINAWAR_474E346N_S	دينور
لزابالاسفل	ZABSAGHIR_441E356N_W	زاب الصغير
اسبيذدشت	ASBIDHDASHT_511E321N_S	أسبيذ دشت
وتدمر	TADMUR_382E345N_S	تدمر
بحيرةالمقلوبة	BUHAYRAMUNTINA_354E313N_W	بحيرة المنتنة
طراز	TARAZ_714E428N_S	طراز
وشنترة	SHANTARA_093W388N_S	شنترة
قدس	QADAS_354E331N_S	قدس
وبصربط	WADISARBAT_414E380N_W	وادي صربط
لالنشوي	NASHAWA_453E393N_S	النشوى
وببزرنج	BAZRANJ_511E299N_R	بزرنج
التيز	TIZ_606E253N_S	التيز
لبرديج	BARDAJ_475E402N_S	برداج
واديالقري	WADIQURA_382E256N_W	وادي القرى
لخانروشن	KHANRUSHAN_520E312N_S	خان روشن
ابشور	ABSHUR_574E326N_S	آب شور
لالرمادة	KHAKISAR_596E360N_S	خكسار
صرصر	SARSAR_443E331N_S	صرصر
الكرج	KARAJ_495E338N_S	الكرج
بطنالريف	BATNRIF_310E308N_R	بطن الريف
وبنهرالبليخ	NAHRBALIKH_390E361N_W	نهر البليخ
وبصهرجات	SAHRAJAT_312E306N_S	صهرجات
حصنمسلمة	HISNMASLAMA_390E363N_S	حصن مسلمة
بعكبرا	UKBARA_442E338N_S	عكبرا
وبالوجرة	WAJRA_409E220N_S	الوجرة
جبول	JABBUL_457E325N_S	جبول
معدنبنوسليم	MADINBANUSULAYM_408E235N_O	معدن بنو سليم
بنهرجنجس	NAHRJANJAS_834E251N_W	نهر جنجس
الصغانيان	SAGHANIYAN_678E382N_S	الصغانيان
وزبداني	ZABADANI_360E337N_S	زبداني
لكير	QIR_530E284N_S	قير
لالبيلقان	BAYLAQAN_474E398N_S	البيلقان
وبالفيجة	FIJA_360E336N_S	الفيجة
لالاقراع	AQRA_378E271N_S	الأقراع
وبمي	MAH_522E280N_S	مه
لجبلحمير	JABALHIMYAR_439E138N_O	جبل حمير
بجبول	JABBUL_457E325N_S	جبول
معادنالزمرذ	MAADINZUMURRUDH_338E250N_O	معادن الزمرذ
بمسجدابراهيم	HABRA_350E315N_S	حبرة
الحسي	HUSA_420E317N_S	الحسى
بجسرصرصر	SARSAR_443E331N_S	صرصر
لبحيرةالبرلس	BUHAYRABURULLUS_308E314N_W	بحيرة البرلس
بوانكث	WANKATH_708E409N_S	وانكث
ببادس	BADIS_066E347N_S	بادس
وواديالرمس	WADIRAMS_404E381N_W	وادي الرمس
وروحاء	RAWHA_392E241N_S	روحاء
وبولواليز	WARWALIJ_688E367N_S	ورواليج
وبيبنبم	YABAMBAM_428E188N_S	يبمبم
وجنديسابور	JUNDAYSABUR_485E322N_S	جنديسابور
طنزة	TANZA_419E377N_S	طنزة
وبورنمذ	BURNAMADH_681E399N_S	بورنمذ
وبدجوة	DIJWA_311E303N_S	دجوة
وبكمارج	KUMARIJ_515E295N_S	كمارج
ببطرلية	BATARLIYYA_141E378N_S	بطرلية
ايج	IYJ_542E289N_S	إيج
طبرستان	TABARISTAN_526E363N_R	طبرستان
عرندل	GHARANDAL_351E300N_S	غرندل
بزمخشر	ZAMAKHSHAR_597E422N_S	زمخشر
وبكهنروذ	KUHANRUDH_490E377N_S	كهنروذ
وبارجان	ARRAJAN_502E306N_S	أراجان
وبالمصيصة	MISSISA_356E369N_S	المصيصة
لرباطحفص	RIBATHAFS_548E368N_S	رباط حفص
بسمسطا	SUMUSTA_308E289N_S	سمسطا
بارجاح	BARJAH_708E426N_S	بارجاح
لالمدينة	MADINA_396E244N_S	المدينة
وبونة	BUNA_077E368N_S	بونة
لسابرخست	SABURKHAST_461E369N_S	سابرخست
لالحبشة	HABASHA_391E137N_R	الحبشة
به	BIH_613E262N_S	به
بالعلث	ALTH_440E340N_S	علث
والسرات	SARAT_475E379N_S	السرات
وببلادالحبشة	BILADHABASHA_341E149N_R	بلاد الحبشة
وبمقرة	MAQQARA_050E355N_S,MAQURRA_324E180N_R	مقرة : مقرة
وبسارغ	SARIGH_752E428N_S	سارغ
قفط	QIFT_328E259N_S	قفط
وبمجكث	BUMJIKATH_688E397N_S	بومجكث
لبصنا	BASINNA_483E319N_S	بصنا
وبطولقا	TAWLAQA_053E346N_S	طولقا
رايكان	RADHAKAN_589E368N_S,RAYKAN_526E285N_S	راذكان : رايكان
وبدستجردة	DASTAJIRDA_666E368N_S	دستجردة
لطالقان	TALAQAN_696E367N_S	طالقان
وايليا	BAYTMAQDIS_352E317N_S	بيت المقدس
والاردن	URDUNN_355E321N_W	الأردن
طبنة	TUBNA_053E353N_S	طبنة
وبالميانج	MAYANIJ_477E374N_S	الميانج
بقديد	KHAYM_395E223N_S	الخيم
همذان	HAMADHAN_485E347N_S	همذان
بمهرجاناواز	MIHRJANAWAZ_522E303N_S	مهرجاناواز
ببوتيج	BUTIJ_312E271N_S	بوتيج
باطباش	ATBASH_758E411N_S	أطباش
باباذة	ABADHA_526E311N_S,ABADHA_537E297N_S	آباذة : آباذة
والدير	DAYR_316E265N_R	الدير
وبالعوسجة	AWSAJA_440E259N_S	العوسجة
وبشاتبة	SHATIBA_005W389N_S	شاطبة
وعجرود	AJARUD_323E300N_S	عجرود
بالعوسجة	AWSAJA_440E259N_S	العوسجة
وبلاسابور	BALASABUR_511E303N_R	بلا سابور
راسالدنيا	RASDUNYA_537E300N_S	رأس الدنيا
وبالنهروان	NAHRAWAN_445E334N_S	النهروان
وباللورجان	LURDAJAN_507E315N_S	لوردجان
ودنيسير	DUNAYSIR_405E371N_S	دنيسر
وجبالمعدنالفضة	JIBALMADINFIDDA_568E291N_O	جبال معدن الفضة
باقليد	IQLID_526E309N_S	إقليد
بنهرارسناس	NAHRARSANAS_402E387N_W	نهر أرسناس
عينالجبال	JIBAL_416E362N_S	الجبال
وبنصيبين	NASIBIN_412E370N_S	نصيبين
وببرزة	BARZA_462E365N_S	برزة
وواديايناون	WADIINAWAN_043W342N_W	وادي إيناون
لبهستون	BISUTUN_474E343N_S	بيستون
وبالجسي	HUSA_420E317N_S	الحسى
لطورسيناء	TURSINA_339E283N_O	طور سيناء
بخركرد	KHARKIRD_601E343N_S	خركرد
بشرفالبعل	SHARAFDHUNAML_351E289N_S	شرف ذو النمل
والحنفس	KHANFAS_407E314N_S	الخنفس
وبتءام	TUAM_557E241N_S	تؤام
اوجلة	AWJILA_212E289N_S	أوجلة
نهرسبيذروذ	NAHRISBIDHRUDH_488E369N_W,NAHRISBIDHRUDH_496E369N_W	نهر إسبيذروذ : نهر إسبيذروذ
وبدينازاري	DINAZARI_559E375N_S	دينازاري
وبطباش	ATBASH_758E411N_S	أطباش
فامية	FAMIYYA_364E354N_S	فامية
وبصفين	SIFFIN_384E358N_O	صفين
وخانازادمرد	RAYKAN_526E285N_S	رايكان
لمندم	MANDAM_488E310N_S	مندم
بحضرموت	HADRAMAWT_488E156N_R	حضرموت
وبنهرعسي	NAHRISA_441E332N_W	نهر عسى
وبروار	ZAWAR_568E312N_S	زاور
وبقبان	KUBAN_328E231N_S	كبان
وارميية	URMIYA_450E375N_S	أرميية
لالدرفاني	DARBANA_574E290N_S	الدربانى
وببردشير	BARDASIR_571E303N_S	بردسير
ذاتالساحل	DHATSAHIL_310E302N_S	ذات الساحل
وسابرخست	SABURKHAST_461E369N_S	سابرخست
بدياربكر	DIYARBAKR_406E378N_R	ديار بكر
لكسكر	KASKAR_464E323N_R	كسكر
وبمعان	MAAN_357E301N_S	معان
جبحماد	JUBBHAMMAD_632E385N_S	جب حماد
بالجيزة	JIZA_312E300N_S	الجيزة
بارسوف	ARSUF_348E321N_S	أرسوف
وببنخاش	BANKHASH_700E409N_S	بنخاش
وبخانمردويه	KHANMAZDAWAYHI_488E307N_S	خن مزدويهي
لبيش	BAYSH_425E173N_S	بيش
بخابسار	KHAYSAR_673E324N_S	خايسار
وبنيشك	NISHAK_621E308N_R	نيشك
وخديمنكان	KHUDIMANKAN_655E401N_S	خديمنكان
وميماس	MIMAS_344E315N_S	ميماس
بون	BAWN_439E157N_R	بون
وبرنية	RANYA_421E203N_S	رنية
بخويت	KHUWI_449E385N_S	خوي
بمليانة	MILIYANA_022E362N_S	مليانة
رباطافراوة	RIBATAFRAWA_562E389N_S	رباط أفراوة
وبقرية	QURIYA_065W399N_S	قرية
وبنهرهلمند	NAHRHILMAND_631E304N_W	نهر هلمند
صلخد	SARKHAD_367E324N_S	صرخد
منوجان	MANUQAN_575E274N_S	منوقان
وبارجكوك	ARJIKUK_014W352N_S	أرجكوك
حلي	HALI_413E186N_S	حلي
بشاطبة	SHATIBA_005W389N_S	شاطبة
وابشور	ABSHUR_574E326N_S	آب شور
وبسرمقان	SARMAQAN_548E296N_S	سرمقان
جركرد	JARKARD_698E420N_S	جركرد
لجرباذقان	JARBADHAQAN_502E333N_S	جرباذقان
وقبرالعدادي	BITAN_432E287N_S	بطان
طبرمين	TABARMIN_152E378N_S	طبرمين
بذوجرة	DHUJURRA_446E154N_R	ذو جرة
باذربيجان	ADHARBAYJAN_479E382N_R	أذربيجان
وبجربلص	JARABULUS_380E368N_S	جربلص
وديرة	DAYRA_493E307N_S	ديرة
وبدريز	DARIZ_515E296N_S	دريز
وبنهرالنهروان	NAHRNAHRAWAN_449E330N_W	نهر النهروان
وجرش	JURASH_358E322N_S,JURASH_424E187N_R,JURASH_426E186N_S	جرش : جرش : جرش
بالغريز	GHURAYZ_394E353N_S	الغريز
واخشنبة	KHUSHUNUBA_079W370N_S	خشنبة
وبمرجوزهر	MARJWA-ZAHR_509E330N_S	مرج وزهر
وبلهيب	BALHIB_304E312N_S	بلهيب
وبتربة	TURABA_416E212N_S,TURABA_415E210N_R	تربة : تربة
الجولان	JAWLAN_357E330N_S	الجولان
ببطنمر	BATNMARR_397E216N_S	بطن مر
وباكوه	BAKUH_498E403N_S	باكوه
وبمنبج	MANBIJ_379E365N_S	منبج
وجهرم	JAHRAM_535E285N_S	جهرم
وبالقريتين	QARYATAYN_164E311N_O,QARYATAYN_439E260N_S	القريتين : القريتين
قلعةابريق	QALAIBRIQ_385E390N_S	قلعة إبريق
لنامية	NAMIYA_543E367N_S	نامية
وبالبندارية	BUNDARIYYA_309E307N_S	البندارية
وبقنونة	QANAWNA_411E191N_S	قنونة
خوراواذان	KHAWADHAN_515E302N_S	خواذان
باربل	IRBIL_440E361N_S	إربيل
كرجة	KARJA_481E324N_S	كرجة
وملازكرد	MALAZKIRD_425E391N_S	ملازكرد
لشورمين	SHURMIN_635E347N_S	شورمين
جبللبنان	JABALLUBNAN_359E341N_O	جبل لبنان
ورفح	RAFH_342E313N_S	رفح
وخلاط	AKHLAT_425E387N_S	أخلاط
الجامعين	JAMIAN_444E324N_S	الجامعان
وبورثان	WARTHAN_476E395N_S	ورثان
بباشان	BASHAN_623E342N_S	باشان
وبمحلةالقياسين	MAHALLAQAYYASIN_668E374N_S	محلة القياسين
بالبشرود	BASHARUD_312E312N_R	البشرود
بمالايكرد	MALAYAKIRD_602E354N_S	مالايكرد
بماهالكوفة	DINAWAR_474E346N_S	دينور
بمرزقان	MARZAQAN_567E279N_S	مرزقان
نجيرم	NAJIRAM_511E284N_R	نجيرم
بمزارعي	MAZARII_430E366N_S	مزارعي
ورباطحفص	RIBATHAFS_548E368N_S	رباط حفص
والعسيلة	USAYLA_407E250N_S	العسيلة
لدزا	DIZA_516E353N_O	دزا
مسروقان	NAHRMASHRUQAN_490E317N_W	نهر مشرقان
نهرتيرين	NAHRTIRA_483E314N_S	نهر تيرا
وببحيرةالباشفورية	BUHAYRABASHFUYA_534E296N_W	بحيرة الباشفوية
وبخرامة	KHURRAMA_533E295N_S	خرامة
وجبلالحريث	JABALHARITH_442E399N_O	جبل الحريث
واديالمالح	WADIMALIH_031E361N_W	وادي المالح
وبجيادالصغير	JIYADSAGHIR_239E319N_S	جياد الصغير
وبنهرالنيل	NAHRNIL_309E217N_W,NAHRNIL_310E288N_W,NAHRNIL_327E252N_W,NAHRNIL_451E325N_W	نهر النيل : نهر النيل : نهر النيل : نهر النيل
وقلونيةالعوفي	QALUNIYAAWFI_384E403N_S	قلونية العوفي
وبفادوسبان	FADUSBAN_529E356N_R	فادوسبان
برباطحفص	RIBATHAFS_548E368N_S	رباط حفص
ونينوي	NINAWA_431E363N_S	نينوى
لكيف	KAYF_624E352N_S	كيف
وبسبخةمنهوشا	SABKHAMANHUSHA_186E297N_R	سبخة منهوشا
لبوقا	BUQA_363E347N_R	بوقا
ببانياس	BANIYAS_356E332N_S	بانياس
لشاوغر	SHAWAGHAR_683E432N_S	شاوغر
وباخنا	IKHNA_307E315N_S,IKHNA_306E314N_R	إخنا : إخنا
مرماجنة	MARMAJANNA_084E354N_S	مرماجنة
وبداة	BADA_445E322N_S	بداة
نابادغين	NABADGHIN_620E407N_S	نابادغين
بجزيرةبنوكاوان	JAZIRALAFT_558E267N_R	جزيرة لفت
بنهرمهران	NAHRMIHRAN_682E271N_W,NAHRMIHRAN_700E285N_W,NAHRMIHRAN_712E321N_W	نهر مهران : نهر مهران : نهر مهران
لمرو	MARW_621E376N_S	مرو
لنهرالمعقل	NAHRMAQIL_476E304N_W	نهر المعقل
لشوردوازدة	SHURIRUDH_577E312N_S	شورروذ
وبخليجالاسكندرية	KHALIJISKANDARIYYA_301E311N_W	خليج الإسكندرية
وباجة	BAJA_078W380N_S,BAJA_092E366N_S	باجة : باجة
لخجندة	KHUJANDA_696E402N_S	خجندة
رباطالحجرية	RIBATHAJARIYYA_658E313N_S	رباط الحجرية
وبالخزر	KHAZAR_475E474N_R	الخزر
وبيار	BIYAR_558E360N_S	بيار
بخوسكان	KHUSIKAN_524E305N_S	خوسكان
وخوارش	KHANRUSHAN_520E312N_S	خان روشن
وبخانقين	KHANIQIN_454E343N_S	خانقين
وداخرقان	DAKHARRAQAN_459E377N_S	داخرقان
وبفشنج	BUSANJ_614E343N_S	بوسنج
والبينونة	BAYNUNA_533E236N_R	البينونة
بارمينية	ARMINIYYA_441E394N_R	أرمنية
ودثينة	DATHINA_458E138N_R	دثينة
وواديورغة	WADIWARGHA_053W344N_W	وادي ورغة
قربيت	QURBAYT_316E307N_R	قربيت
باخشيكث	AKHSHIKATH_713E409N_S	أخشيكث
لقريةالخلاف	QARYABIDH_531E306N_S	قرية بيذ
بحيرةالمنتنة	BUHAYRAMUNTINA_354E313N_W	بحيرة المنتنة
لالهجر	HAJAR_499E247N_R	الهجر
ارجكوك	ARJIKUK_014W352N_S	أرجكوك
وبعينالمغطاء	AYNMUGHATTA_138E373N_S	عين المغطاء
لرباطالحجرية	RIBATHAJARIYYA_658E313N_S	رباط الحجرية
والاندلس	Andalus_RE	الأندلس
وبوالشتان	BALISH_676E296N_R	بالش
لبردسير	BARDASIR_571E303N_S	بردسير
واشترمغاك	USHTURMAGHAK_613E368N_S	أشترمغاك
بهراة	HARA_544E301N_S,HARA_621E343N_S	هراة : هراة
ونسا	BAYDA_523E300N_S,NASA_582E378N_S	البيضاء : نساء
برمطة	RAMTA_154E381N_S	رمطة
وبجرنان	JARNAN_396E379N_S	جرنان
وبالشام	Sham_RE	الشام
بفاراب	FARAB_682E427N_R	فاراب
بسردوس	SARDUS_311E301N_S	سردوس
وبجرجانيةالصغري	JURJANIYYASUGHRA_593E422N_S	جرجانية الصغرى
والرواري	RAWARA_386E320N_S	الروارى
بجيروقان	JIRUQAN_564E280N_S	جيروقان
مرعش	MARASH_369E375N_S	مرعش
بانطرسوس	ANTARTUS_359E348N_S,TARSUS_349E369N_S	أنطرطوس : طرسوس
وزم	ZAMM_651E378N_S	زم
رفنية	RAFANIYYA_364E349N_S	رفنية
بالقصبة	QASABA_397E350N_S	القصبة
بتيهبنواسراءل	TIHBANUISRAIL_338E291N_R	تيه بنو إسرائل
كبوزنجكث	KABUZANJAKATH_671E397N_S	كبوزنجكث
لقدس	QADAS_354E331N_S	قدس
لطمي	TUMAYY_315E309N_R	طمي
برداع	RADA_448E144N_S,RADA_449E143N_R	رداع : رداع
وصهرجات	SAHRAJAT_312E306N_S	صهرجات
وبالاجفر	AJFUR_429E274N_S	الأجفر
لاسفاقس	ASFAQUS_108E347N_S	أسفاقس
براسالدنيا	RASDUNYA_537E300N_S	رأس الدنيا
وبقرنين	QARNIN_622E315N_S	قرنين
بالياج	YAJ_151E376N_S	الياج
وبقومسة	QUMISA_518E320N_S	قومسة
الفستكان	FUSTUJAN_540E288N_S	الفستجان
قنا	QINA_327E261N_S	قنا
بورغشر	WARAGHSHAR_674E395N_S	ورغشر
لجوراب	JURAB_489E342N_S	جوراب
وببازنك	BAZIR_498E316N_S	بازير
لكاظمة	KAZIMA_479E292N_S	كاظمة
لدريز	DARIZ_515E296N_S	دريز
وببروجرد	BURUJIRD_488E339N_S	بروجرد
والعرج	ARJ_392E238N_O	العرج
وبدماوند	DUMMAWAND_520E357N_R	دماوند
والابيض	ABYAD_424E318N_S	الأبيض
نسفان	NASAFAN_448E140N_R	نسفان
والخورنق	KHAWARNAQ_443E319N_S	الخورنق
بورنمذ	BURNAMADH_681E399N_S	بورنمذ
وبكوغون	KUGHUN_570E296N_S	كوغون
وجبلالغور	JIBALGHUR_650E343N_O	جبل الغور
ونيشك	NISHAK_621E308N_R	نيشك
ببرم	BARM_526E311N_R	برم
لجنابة	JANNABA_505E296N_S	جنابة
وبالتيز	TIZ_606E253N_S	التيز
ببطان	BITAN_432E287N_S	بطان
بطرطوشة	TURTUSHA_006E407N_S	طرطوشة
لاغماتايلا	AYLAN_076W314N_S	أيلان
